s1 s2
3.865921543252433867e+00 8.096291932144386028e-01
4.485701703265892348e+00 9.467362736663054168e-01
-2.148215968258638586e+00 7.439253646293366717e-01
2.782381423568085488e-01 4.566052752007030424e-01
-1.475550435767347235e+00 5.334986725106560801e-01
2.244702866203495351e+00 9.769383541754421696e-01
-1.888513977608193173e+00 3.962706935075496206e-01
1.665895011784500834e+00 -1.598114630387683088e-01
3.873511355018921520e-01 2.035182203862964945e-01
2.518973561966097452e-01 1.866409660376020224e-03
-1.762811912572349593e+00 -5.443732656994261232e-01
8.889958757140080658e-01 -7.543127189190135251e-01
-8.353284367274273203e-02 5.453424114922611476e-03
1.494131450133740158e+00 -8.816431342790158610e-01
-8.022506445098780414e-01 -1.306623439630195671e-01
-2.707629224646194821e+00 -1.150439525734183288e+00
-1.104836157548552800e+00 -3.498675370941637386e-01
9.910223838774788740e-01 -4.508636698700937973e-01
-1.999067471608695357e-01 -9.215802549108429442e-01
-3.121278439668476956e+00 -6.874583086673752286e-01
-9.001721407988649837e-01 -9.165841072320722871e-01
-9.811480479493805973e-01 -8.318591792760303694e-01
-1.319929781863654616e+00 -1.467323811539904543e+00
-2.007850099012667755e+00 -6.858742652582323629e-01
-2.856922985668248316e+00 -4.640924318365414192e-01
1.117117131977599875e+00 -7.561487774539321638e-01
2.274497344117627495e+00 -1.259208555692787890e+00
-7.784505681955403711e-01 -1.550135584070977957e-01
-2.455313147482440783e+00 -4.023879708710568215e-01
-6.784826265108874210e-01 -5.757117239314047952e-01
3.292317369739593769e+00 2.346242160902790030e-01
-1.573047320586126618e+00 -1.325269206046042481e-01
9.916228070835970687e-01 1.600716677737122895e-01
5.025629999870525610e-01 3.564457109833275850e-02
3.940345690444976290e-01 3.209226613296478625e-02
-2.663443633797238252e+00 4.383158438609260910e-02
9.626465540487574302e-01 -1.066081236409280042e-01
-1.774787253289403566e+00 1.826318012897466814e-01
2.309488597452589165e+00 4.780013624009999962e-01
-2.051100448107041618e-01 4.399856116050094301e-01
-2.721824188923505083e-01 8.181184303540051106e-01
-3.637815605842945749e-02 9.538589161097346114e-01
-1.071676648185869718e+00 1.150591576212852907e+00
-2.185512822458741955e-01 3.513223748427191651e-01
-1.687277641972648512e+00 7.322819201257967370e-01
9.295202104186988112e-01 5.895984265333823471e-01
-7.933722128160399789e-01 5.983196999063947752e-01
1.180869453530799085e+00 7.600540497713560439e-01
2.285615456885002672e+00 9.616928887839095719e-01
-1.350122012127952464e+00 5.227922650390391945e-01
-1.739819341504955652e+00 5.138031717636716289e-01
-7.507131271717250309e-02 2.259918250348821323e-01
-2.945232650734784574e+00 6.881599714260280276e-01
-2.163382434646408559e+00 9.492899373375790484e-02
-2.429155590649831442e+00 3.440813842732285410e-01
-2.896162818228799729e+00 6.070785840873276218e-01
-2.181252808565885992e+00 1.532758396315680449e-01
1.916190115994543364e+00 -2.207901567502184581e-01
7.802607916468054516e-02 3.896784015973759896e-01
-6.881722464885434154e-02 4.337194971681885836e-01
-1.835129414875338760e+00 -1.757098971566485868e-01
1.105467172044349855e+00 4.003537705080568720e-01
-6.636795277563857509e-02 -2.819258830466118693e-01
1.249628113860236311e+00 -6.012871039466332057e-01
7.491166403383641148e-01 -3.539855784375409153e-01
-1.248563857584180647e+00 -7.537927478142032456e-01
2.930592983458644607e+00 -1.078477976381852166e+00
-1.343663777434603412e+00 -9.266559698895204811e-01
-2.237955483267269230e+00 -7.623692443876930458e-01
4.971990754077283192e+00 -1.365469864841842185e+00
5.612317929065274019e-02 -5.687639879858856773e-01
3.094668131803079092e+00 -8.258458615528467828e-01
-1.529585264090007390e+00 -7.565696454134603899e-01
-2.274905810256499183e+00 -7.988409103507018161e-01
1.108276080522963225e+00 -6.481208424286205583e-01
-1.819668690427584057e+00 -5.995473135892624983e-01
-8.665624566832167419e-01 -1.296214016794028367e-02
6.615665568721285084e-01 -7.642990618580344231e-01
6.365545820229992380e+00 -5.432804247703801881e-01
1.857654251391885225e+00 -4.808131843515875969e-01
-5.489983165420376787e-01 3.061089578092074381e-02
3.401261686407091922e+00 -1.285316956975654401e+00
-2.327803806969472866e+00 -6.559593363044897707e-01
4.349361930920765673e-02 -4.051127690241907997e-01
-4.604718351640005869e-01 2.187589678396262630e-02
-2.900763528841644678e+00 1.270722409735586811e-01
-1.194232892846154304e+00 -1.259309270570589390e-01
2.659672921673940760e+00 4.600685575790681159e-01
2.933254277216470474e-01 6.012210512071292090e-03
-4.459304066549927281e-01 4.007221639060564167e-01
-8.546825490044829277e-01 3.359841121056190705e-01
-1.198985330668130400e+00 3.940275588171250343e-01
3.645977880590310360e-01 6.455254461608567196e-01
2.757949582559109380e-01 8.357819078570718485e-01
9.236203732422217927e-01 1.048805993402996961e+00
2.146949945287852213e+00 8.474227830177345488e-01
1.014324384064081874e+00 1.186855225939867253e+00
1.904078823093040773e+00 8.921251138244787882e-01
-1.069273000450267075e+00 3.811472473222058399e-01
-1.535945143492553289e+00 9.683235191403947173e-01
-1.165864784623680261e+00 6.600652528909303207e-01
1.693377534474038715e+00 7.954736285029309073e-01
6.443745657798147786e-01 7.743573888207251343e-01
1.717772529609481680e+00 5.422627824578908351e-01
2.896054245992980003e-01 2.488705225595392034e-01
-2.961083687491806504e+00 3.379027818025648888e-01
1.563625341594059748e+00 -1.948995607849358658e-01
-2.777597252448398280e+00 1.031691430232184736e-01
-7.443400046763131161e-01 3.591120989379849582e-01
-5.810855006440045489e-01 -2.001524412882426107e-01
8.337028759079073703e-01 4.805490058791503372e-02
-1.732215048543335814e-02 -2.761858252749421205e-01
-6.341396256270463994e-01 -7.438676885995035848e-01
1.566409805985810033e+00 -4.542746378347913838e-01
4.511470098308902887e-01 -6.665845304771200741e-01
-1.151717036849135622e+00 -8.614184384432586050e-01
-1.232992643587499826e+00 -4.678306676208028314e-01
-1.160641620130813262e-01 -4.983545096902222693e-01
2.107001335341910142e+00 -4.559625397214005504e-01
-9.358771361515427767e-01 1.808231513548115288e-01
-5.935080035724200620e-01 -7.241992019950823645e-01
1.037999148797162485e+00 -1.167566586931547024e+00
2.483044246610757178e+00 -5.777340426875093859e-01
-1.443281849785896132e+00 -5.041300186662371896e-01
-1.513005400953446378e+00 -7.177300250308263907e-01
1.238711428837783624e+00 -2.460162171861259295e-01
2.781547025044770027e+00 -9.025537678383683815e-01
2.237977939504647740e+00 -1.054487989392932867e+00
-1.384183843440870976e-01 -4.425064615247546462e-01
1.318629630283283394e+00 9.937143597923048244e-02
-2.436245238475630792e+00 -2.602157433540114306e-01
1.527033121174119934e+00 -8.227439714484312550e-01
4.260525673466000640e+00 -2.403874052203329170e-01
1.113549467720459818e+00 1.362916437637631817e-01
-3.172941437755462668e-01 4.097651706137814265e-01
2.166757149601343357e+00 -4.622921140288934749e-01
-1.590644318568257054e+00 7.775016648485293391e-01
2.963611477914320336e+00 3.599115812300340833e-01
-1.777862776379486531e+00 1.286711472150245672e-01
6.648340039098424858e-01 8.016866984255316408e-02
2.313341531980920518e+00 2.017399481831702035e-01
1.596149428140201554e+00 8.152818308013511928e-01
3.890564721082733879e+00 7.306398468802328683e-01
-1.927350800661447594e-01 3.118223284281871899e-01
1.288533496362368469e+00 8.260439701497667153e-01
1.352953681767304239e+00 8.381527116019353851e-01
-2.504799482691740575e+00 9.252727857573453951e-01
3.155278805971971079e-01 1.183999966414332139e+00
7.194544742674182647e-01 9.696289948575710360e-01
1.655669210174506523e+00 4.392035682222088511e-01
2.861441140025438035e+00 6.365628393964618548e-01
-2.289807432783933283e+00 4.984280252213139639e-01
-1.554083724669585997e+00 2.779134548744777722e-01
4.246758879458752745e+00 5.169677557776359844e-01
2.055756991838944003e+00 6.599814938001249409e-01
6.988602616629511211e-01 1.851926841957158010e-01
-1.613551460115687508e+00 1.858723006875341310e-01
1.193056929751001027e-01 3.105120692945285699e-01
2.045886013744338428e+00 2.587605564523648982e-01
-4.695609014042606555e-01 2.844662046655270851e-02
-2.471105301231478535e+00 2.606023485343516022e-01
4.001100597813870507e+00 -1.671881395695015704e-01
2.289881083635152415e+00 -6.644865483462798483e-01
3.298008069722161650e+00 -3.760722437064810686e-01
-2.764223564970966329e+00 -8.060599898584830392e-01
3.038844895571731208e-01 -7.316896684856913913e-01
5.141657511915095347e-01 -7.965431766566601901e-01
2.575711778282928077e-01 -3.804760547655124947e-01
-3.852818307968709499e-01 -9.864956350603599766e-01
6.248265265982178018e-01 -1.052405464107482702e+00
1.999984086462625710e+00 -6.838424514082727113e-01
-1.889917981528019819e+00 -8.865292445443196945e-01
2.357932424289481688e+00 -7.146414241298485459e-01
7.192417322080862929e-01 -8.963419591572184819e-01
-2.092886265994091222e+00 2.707575582931470715e-01
-1.663981671643333993e+00 -4.315836324096649079e-01
-3.225865247764557964e+00 -5.879246249096652388e-01
9.124346715783213657e-01 -2.954647225095769492e-01
4.740270636596443765e+00 -4.872841381087901769e-01
3.371538559249432354e-01 -4.318640167683056030e-01
-4.402707651470143979e+00 1.576503988785927790e-01
5.608992289434955314e-01 3.590511443899468969e-02
-1.357836452670993399e+00 1.063508952710299493e-01
-1.776786459466010992e+00 -6.498492470623689066e-01
5.906265824367318285e-01 1.045705428814066584e-01
1.161974296724845646e+00 2.292390659546179044e-01
-1.785544157284129518e+00 -3.481610366913720500e-02
3.017912257047997926e+00 2.708936859151829246e-01
-9.265531850898439670e-01 1.836190489784046698e-01
1.840842604589326026e+00 5.583668933807816037e-01
-2.627842377919197503e+00 8.754652986428406169e-01
-3.344440264140580155e+00 6.521673021521917635e-01
2.357623465946377950e-01 8.077246186325139909e-01
1.924207671567395028e+00 2.535093453275574227e-01
7.136580214005752154e-01 9.310117199848528813e-01
1.222737734610720883e+00 5.192119775697783268e-01
-7.318224095715564204e-01 8.813490763653060167e-01
6.341953936997289931e-01 4.503051593799959340e-01
7.041129898047637781e-02 6.176038461290085380e-01
5.863267671980008089e-01 -1.457569571041408274e-01
2.175916041272155432e+00 2.895724663983478830e-01
3.643113411572840299e+00 6.125615416596040808e-01
-1.226089340836298502e+00 4.440960096094873077e-01
-2.680163006188837294e+00 2.817501071525142509e-01
-1.116927558643079355e+00 7.444795062552562737e-01
1.044455335582251010e+00 4.104655176033502606e-01
-1.016046614590867092e+00 3.093058777600747877e-01
8.168028192588963066e-01 -2.636235514728797469e-01
-2.882635754182707455e+00 -2.143264500734382016e-01
1.269493407452699563e+00 2.947469763180484148e-01
-2.295328115541761083e+00 -2.242037349132116608e-01
-3.313709229687944902e+00 -1.912231846265926016e-01
-2.435665378176694151e+00 1.800848466663497738e-01
2.359948039059406977e+00 -5.351063046593598216e-01
4.148464166556994348e-01 -5.153478218361546848e-01
4.772061822464901404e-01 -7.201730806258546114e-01
4.399346476606841860e-01 -5.265008593411839577e-01
7.647375079085226846e-01 -1.059041617927327650e+00
2.002201833246351814e+00 -1.168502255319986194e+00
6.939828172555365104e-02 -6.547529440563409908e-01
-1.421399838049236086e+00 -6.499522554341540248e-01
-2.058319479622725545e+00 -1.490578738294612293e-05
2.390575402867478327e-01 -5.479853389584905532e-01
-3.246465591990534527e+00 -5.395916311483621719e-01
-9.311152844875812962e-01 -3.234975437460830272e-01
-2.839198588736668305e-01 -7.032309914792120864e-01
2.241373879517693624e+00 -2.563576719699308115e-01
-9.436398774834446890e-01 -8.930584019747822566e-02
6.797300965845372023e-01 9.623248192979444449e-02
-1.254795123044831762e+00 -4.057760205792346753e-01
1.744593440091853909e-01 -1.132990748466513042e-01
1.138811288751720552e+00 -1.576069933424728287e-01
1.563411315667186052e+00 -4.071925572292218742e-01
-1.333410839248814650e+00 1.638776037193589441e-01
-3.063657053880524561e+00 -3.722928601148941530e-01
2.288838722422708027e-01 -5.249442508555930698e-02
1.541427181686646719e+00 8.939454896811806217e-02
-1.087874294287850541e+00 6.825715446431510625e-01
1.654664932738221017e+00 1.263372363585146818e-03
-3.235899498454188006e+00 -4.008852732384921014e-02
1.684006079187620575e+00 4.321773516921382785e-01
1.841996120378982971e+00 -1.336858848764294061e-01
1.062379931580106768e-01 4.319873886145638719e-01
-5.340374125122951954e-01 6.001041504893687151e-01
-1.720179201133437363e+00 4.324796705841443267e-01
1.960646212767557905e+00 8.162347346510270274e-01
-1.413382889867539349e+00 -6.899045025404870746e-02
7.324354912786512628e-01 6.668675407531930999e-01
3.495353780904815633e+00 9.559112924042786341e-01
6.388809421632135090e-03 1.102670321329979553e+00
-9.211663575285379268e-01 3.699414928174903361e-01
1.457463403804953872e+00 2.896712374347011898e-01
-4.183552718096827938e-01 4.929214000983415112e-01
1.599704466359124000e+00 1.119798443856874215e-01
-2.466888008032822821e+00 4.609105742719705745e-01
1.478418415290535082e+00 4.124224942670143834e-01
-4.090443861268126646e+00 1.682108218742743022e-01
7.920545922753570167e-01 1.735986246037235781e-01
5.656309228817072571e-02 -1.607583227345470711e-01
1.865309124634418225e+00 3.131777118531159920e-01
1.897729086246541019e+00 2.265232210485768061e-02
-2.143817739855042426e+00 -2.058379664455127211e-01
-4.258016314887941967e+00 -3.964647455216108174e-01
-2.293520404516528333e-01 -6.011692055634263454e-01
2.583260164034244522e+00 -2.845132477540103233e-01
1.765812825746777115e+00 -3.126382999976726751e-01
-2.684624970332413763e-01 -1.222178822605542559e+00
2.381830481129540100e+00 -7.041600307070678966e-01
-8.244655933686134697e-01 -6.766841773173989383e-01
-1.936101327057094368e+00 -9.589791631172035480e-01
8.876035872273655425e-01 -5.799082535900347279e-01
1.495191677349720472e+00 -8.459984028131102285e-01
-1.471107280340190560e+00 -7.510339511298911308e-01
7.272015847705109337e+00 -1.156629862732584391e+00
5.584260488147627655e-01 -1.202281335870406309e+00
1.525901992886453895e+00 -5.730163823592626660e-01
1.717516621688612632e+00 -3.419842229081444529e-01
5.091317950051515995e-01 -4.616954581888967901e-01
8.234158966645738209e-01 -3.611920637079314433e-01
8.834781726520487544e-01 -2.885385164175457984e-01
1.536480792876406376e+00 5.359862303779068249e-01
1.270497389582642966e-01 -4.389033765752242688e-01
-3.528089810442029517e+00 -2.038172846221317225e-01
1.893005537774177904e+00 5.842010004682445246e-01
1.861889863354286190e+00 5.939683335341900960e-01
-8.306551180975912940e-01 -3.334626541673223199e-02
-2.971948183025560297e+00 -4.909264427254619867e-02
-6.730142952191794370e-01 6.665634648891821668e-02
3.656823850075467064e+00 2.945057140999931544e-01
1.236149007073608752e+00 1.120087607053364964e-01
-5.292714813334535862e-01 3.636131207309035718e-01
4.315939100252126348e-01 3.368245651350252889e-01
-3.575754764563262023e-01 1.866826075829963183e-01
-3.178867302609524437e+00 4.679593809333322252e-01
-1.208139462837327649e-01 1.139279222897085386e+00
-8.584093468903950530e-01 2.893903478026421117e-01
2.490306183052730216e+00 7.134171706082417241e-01
-9.691392826999627452e-01 4.754557374881602239e-01
-3.435387602577773869e+00 7.962454547775357216e-01
1.430320178294178235e-01 7.317127995624913561e-01
-2.824708743458104188e+00 7.563144996897839256e-01
-1.296987476857732968e+00 4.334235010286117129e-01
5.600633804488605039e-01 3.742735134050914070e-01
1.521975791161384262e+00 6.308031552728451397e-01
4.187755630373692028e+00 5.866969969437769716e-01
-2.559500635917044686e+00 2.536287502267161043e-01
-6.350571551079849456e-03 3.829295806003712443e-01
-4.640900364627551511e+00 -9.145041039741069744e-02
2.144847308423300181e+00 6.461778045027026796e-01
-1.467896581419104729e+00 2.840442452737778067e-01
-2.523007624730152720e+00 3.810100389622632366e-02
-9.211376076168213967e-01 -2.714563133230095127e-01
-7.866049452777759132e-01 -1.000077738575116393e-01
-9.920435802068368336e-02 -8.613844915112640610e-01
6.145274346769734608e-01 -1.426021464636606506e-03
-5.966468361808129756e-02 5.443429409714373168e-02
5.157936500495653442e-01 -5.768714668993587535e-01
1.160656603365424200e-01 -1.443376008978782266e-01
1.242119499860987020e+00 -1.003742965021201972e+00
-1.376322089759536071e+00 -5.431521064528895826e-01
-1.043653708414442161e+00 -2.741931954645447367e-01
-5.927949502583425012e-01 -2.468318774352461498e-01
-2.698497032868564460e+00 -1.051594476235145237e+00
7.737855357470321271e-01 -8.956232896717785108e-01
-1.857046980128951308e-01 -7.550344964570903095e-01
-1.800580006832804614e+00 -5.509448290669418657e-01
-1.772971155569804891e+00 -6.405700238303618788e-01
4.096458115142787015e-01 -6.151360496983604431e-01
1.284671129861105321e+00 -5.786118109351519045e-01
2.032378459713970464e+00 -1.405880802873624158e-01
-4.893586884353076094e+00 -5.972988614652674499e-03
-3.970324092312336184e+00 -3.027677870989721742e-01
-6.227910900216378387e+00 -2.608170882788516942e-01
1.635685270861247487e+00 1.191715311513916742e-01
-7.727393494851469979e-01 -1.661809113628205103e-01
2.011243514302069713e+00 7.264589739633366128e-02
1.508171496779544540e+00 1.854584296176973179e-01
-7.548391697479893692e-01 6.235189729798914504e-01
3.590035439920383209e-01 2.004076743228529189e-01
-3.345981372628018757e+00 3.983240970596010344e-01
2.065460159288524444e+00 6.250123751982487041e-01
-1.789223662829514616e+00 2.828147352126125225e-01
-2.499067405055471980e+00 8.323452429435755917e-01
7.350997997796461514e-02 5.252080611941003507e-01
5.741502190322647081e-01 1.696979491358131531e-01
3.199952091192573289e-01 8.230684064932827226e-01
-1.617767903026799958e-01 9.587395952327368853e-01
-1.027708417338487168e+00 8.078465999530896058e-01
6.605492557621121807e-02 9.591996355197064394e-01
2.333620802323847165e+00 7.915567349756176263e-01
2.033668440846943426e+00 8.492297026119725034e-01
-3.218793038748774649e+00 5.826386222962161021e-01
-1.316898582047792754e+00 5.665077535630087535e-01
-7.659897922221075017e-01 1.255428376744656127e-01
6.062325962730831241e-01 7.128048979731709256e-01
-8.730110313171420000e-02 4.132640921361030450e-01
1.682091860765781099e+00 1.174917418509245914e-01
5.323322757426424801e+00 1.863618321498856367e-01
-6.237778716474174923e-01 -1.733670239210467201e-01
-1.506778265372112013e+00 -4.633968407409588819e-01
-1.052760468544715611e+00 2.151899544694197974e-01
-1.914887443916960308e+00 -3.150901443110282196e-02
1.925055222027286295e+00 -4.648628442269718830e-01
-2.760566597922864851e+00 -3.426996830683931572e-02
-3.000281754202017703e-01 -9.950727625844302260e-01
-1.637207005332634413e+00 -6.915842435254252463e-01
-3.926411942635150698e+00 -7.382778953341373462e-02
1.392845426935685804e+00 -8.347056442548816957e-01
-2.839252676124602304e-01 -1.159518740629607692e+00
2.113740938804870240e+00 -1.263968303092897205e+00
-2.028407703532033146e+00 -1.180067184674900016e+00
7.558021424042257186e-01 -2.780969886856949902e-01
-2.668269844074764308e+00 -7.032557617282876317e-01
1.865100793562765480e+00 -3.614503672685844826e-01
2.055292722807134265e+00 -5.475607799099300177e-01
-1.117369070028866762e+00 -8.429336746806912473e-01
-2.858618992368490819e+00 -7.404759199295058991e-01
-2.693292672481774619e-01 -7.760196037019497783e-01
4.304357381615355749e+00 -7.011799551000614805e-01
-1.433616613933553108e+00 -8.094597139780662642e-01
2.109277783885881927e-02 -7.476125782862870217e-01
6.908696923687704938e+00 7.630643875711462520e-02
1.363497094080115435e+00 -5.177589178459021668e-02
1.895520422422445783e+00 5.614651105596717429e-01
-1.202188432837911991e+00 -1.392403503295273903e-02
3.196565061682202558e+00 -1.281462892438929579e-02
9.572209074737932089e-02 5.451212785954180629e-02
-1.198587829454081044e+00 -2.919561410028337356e-02
1.752689957873404536e+00 2.993868424759324465e-01
2.317526091924682952e+00 4.068372687267227117e-01
1.883697573402687730e+00 4.261785054957215046e-01
-2.738481937153387946e+00 5.969634120423175094e-01
-1.845352395827237313e+00 5.193929155287974053e-01
-1.571758869488465660e+00 1.198777617034955112e-01
4.728001312383716126e-01 3.187661328930901927e-02
-2.631223143016300448e+00 6.512658623793665669e-01
4.904091722760351990e-01 5.373573147940077233e-01
-1.858040175077775746e+00 5.586830760658799688e-01
-9.377216860727474179e-01 1.854206785238600164e-01
1.369206296018796731e-01 7.038756916534076868e-01
6.655731215029566661e-01 7.442995507535458133e-01
-2.286394486090996825e+00 3.720874526638118240e-01
-5.128227657618436020e-01 7.485741229136469999e-01
1.763541899354377440e+00 2.256676677904900230e-01
1.694180700547481544e-01 7.459171930432846320e-01
1.136723030213832031e+00 2.997877566571479080e-01
-5.574273220467024226e-01 -1.340151315400484044e-02
4.335408550914801928e+00 1.998088770288874438e-01
9.178395942618955416e-01 -2.384407022566446543e-01
8.430781500590227573e-01 7.069265224424315860e-03
3.720542729031146023e-01 -5.669848594871089720e-01
-9.692839548488763057e-01 6.579279520563799388e-02
8.256803932053334849e-01 -3.023180307686884061e-01
-3.496117754587455995e+00 -4.590620126594871508e-01
3.095685129749904618e+00 -5.668336223690286779e-01
-1.199119415469235728e+00 -6.722403644570906778e-01
-3.223605814573486938e-01 -4.738081456692305737e-01
-1.043356205760942679e+00 -4.625950055698113683e-01
-2.963043686212032402e+00 -9.633836894146027285e-01
2.098626862858090192e+00 -9.231243003739380004e-01
-2.851999077281442307e+00 -8.650388619410479540e-01
-3.785811741824219867e-01 -1.014475298510544743e+00
2.559790266849298224e+00 -2.379897283356773308e-01
-1.919454061172734427e+00 -5.356421179263017862e-01
-1.223757677265874921e+00 -7.602517391268245328e-01
3.001012150042002613e+00 -3.492180959859929601e-01
-5.155585383980200165e-01 -7.311772431252415716e-01
-1.033315513614712966e+00 -6.049449367761193797e-01
-2.869062694521881118e-01 -3.934506713068011141e-01
-1.218432326426741596e+00 -3.612728004289630368e-01
-1.526636815663104108e-01 -1.017991322638114593e-01
-2.646915232563060272e+00 -4.056322931347368099e-01
-2.812806416091591100e+00 -3.487822544988544715e-02
2.630669461195624059e+00 7.528676258344028094e-01
-1.969979879481533747e+00 4.095377020784642941e-01
2.521364280458096019e+00 -4.490212419156324741e-01
1.009904081577252422e+00 8.232521414841716123e-02
-1.997595153157404546e+00 1.979230425748051969e-02
-2.498160397636937535e+00 4.214792619329884582e-01
-8.432548391431767820e-01 3.727490510791431899e-01
2.763365591356900186e+00 4.312615311212781299e-01
-2.543959625500673116e+00 7.577907018365606096e-01
5.312289108500662937e-01 9.668903364294821889e-01
-1.989481654920882692e+00 7.469247147982224222e-01
